ID,STATION,REGION,Latitude,Longitude
76,ATHUS-FAISCEAU A,1,49.56717000093975,5.831179994832348
77,AUBANGE,1,49.56331617817075,5.800053519855491
78,Aulnoye-Aymeries,4,50.197795962962026,3.8432538771859135
79,AUVELAIS,1,50.44917040973756,4.630700388895106
80,AYE,1,50.22485292105391,5.300638767374593
81,AYWAILLE,1,50.47281502444683,5.672503602694142
82,BAASRODE-ZUID,2,51.019387722927135,4.154014613475437
83,BALEGEM-DORP,2,50.92004303912495,3.791056534066386
84,BALEGEM-ZUID,2,50.90080462540978,3.805776391176711
85,BALEN,2,51.16831361158987,5.166049651817693
86,BALEN-WERKPLAATSEN,2,51.204947000284456,5.245949995201814
87,BAMBRUGGE,2,50.913783366720125,3.935959775955002
88,BARVAUX,1,50.34950412861852,5.502270043841894
89,BAS-OHA,1,50.52248171944925,5.191103060283717
90,Basel Sbb,4,47.54762827315472,7.589479114220518
91,BASSE-WAVRE,1,50.72414363132286,4.621220384159443
92,BASSENGE,1,50.75649531011345,5.61196389184814
93,BAULERS,1,50.61231055734834,4.350260827452671
94,BEAURAING,1,50.11383552473339,4.957023362736713
95,BEERNEM,2,51.1279843499516,3.329867037955108
96,BEERSEL,2,50.76636810251191,4.302343410449779
97,BEERVELDE,2,51.08717244239358,3.879980395887767
98,BEGIJNENDIJK,2,51.022023322953466,4.800439914772679
99,Beignee,1,50.33354345577386,4.406634084806053
100,BELLEM,2,51.08372389586611,3.487287359556004
101,BELSELE,2,51.15105293281537,4.088971326009601
102,BERINGEN,2,51.05061300033612,5.235889995190663
103,BERINGEN-MIJN,2,51.07681400032664,5.231866995194583
104,BERLAAR,2,51.11370843641132,4.638257976114972
105,BERLIN HBF,4,52.52515669260529,13.369371072585338
106,BERTRIX,1,49.85232574197849,5.268150158632392
107,BERZEE,1,50.28562307215228,4.405998284165093
108,BEUZET,1,50.53297498103598,4.750194076054755
109,BEVEREN(WAAS),2,51.20847387548864,4.260777895363429
110,BEVERLO,2,51.08864300032292,5.234550995194767
111,BIERGES-WALIBI,1,50.70765177681452,4.595155144998523
112,BIERSET-AWANS,1,50.65843789643829,5.460786562849607
113,BILZEN,2,50.86868042481448,5.509372415083996
114,BILZEN-WIJKSPOOR,2,50.87164775107831,5.509354730327402
115,BINCHE,1,50.40856385331328,4.172759557331415
116,BISSEGEM,2,50.8257932751871,3.224088412020454
117,BLANKENBERGE,2,51.31228295043089,3.133562308909295
118,BLANMONT,1,50.61952302025658,4.636686922198947
119,BLATON,1,50.50595452031236,3.665705919979845
120,BLERET,1,50.68531330036154,5.2860610645119
121,BOCKSTAEL,3,50.87943983027774,4.348514001056965
122,BOECHOUT,2,51.16382800021025,4.494046995460415
123,BOIS D'AUSSE,1,50.38912015224015,4.432000000000001
124,BOKRIJK,2,50.95579545561771,5.40857604825143
125,BOMAL,1,50.37689342007322,5.519435934683051
126,BOOISCHOT,2,51.03749946330419,4.772796366590497
127,BOOM,2,51.09092845737537,4.360441526124895
128,BOONDAAL,3,50.80195188823009,4.393613977738645
129,BOORTMEERBEEK,2,50.981903830816094,4.57399271213074
130,BORDET,3,50.87777425606112,4.410014404677236
131,BORNEM,2,51.098985014071545,4.240696491019956
132,BOSVOORDE,3,50.79455788531504,4.408269528488109
133,Bourg-Saint-Maurice,4,45.61664663170216,6.780588692004324
134,BOUSSU,1,50.43603991330167,3.795971741039548
135,BOUWEL,2,51.165843512547234,4.74758182017099
136,BRACQUEGNIES,1,50.47436212191938,4.126350513837885
137,BRAINE-ALLIANCE,1,50.669415734825,4.373400271044346
138,BRAINE-ALLIANCE-CDS824,1,50.66388873431761,4.372611178411615
139,BRAINE-L'ALLEUD,1,50.68475914121906,4.375823445224943
140,BRAINE-LE-COMTE,1,50.60484522964639,4.138162426856626
141,BRESSOUX,1,50.64438317205998,5.612535756247273
142,BRUGELETTE,1,50.59396013997167,3.852911657275671
143,BRUGGE,2,51.19727306798259,3.216852878416061
144,BRUGGE-BUNDEL A,2,51.19062100446511,3.221693724942905
145,BRUGGE-BUNDEL B,2,51.18765184906104,3.223256888337742
146,BRUGGE-BUNDELS U/V,2,51.1905170000598,3.222696995898137
147,BRUGGE-DIJK,2,51.22905901996285,3.205970310424495
148,BRUGGE-SINT-PIETERS,2,51.22266042956464,3.201678747785866
149,BRUSSEL-CENTRAAL,3,50.84531101839439,4.356758317869445
150,BRUSSEL-CONGRES,3,50.85178018171951,4.362219760273292
151,BRUSSEL-KAPELLEKERK,3,50.84117648219605,4.347842850334735
152,BRUSSEL-KLEIN-EILAND-BUNDEL F,3,50.82812010834964,4.321977788125257
153,BRUSSEL-KLEIN-EILAND-CARWASH,3,50.8229982544731,4.318597102410154
154,BRUSSEL-LUXEMBURG,3,50.83883781680315,4.373972450333651
155,BRUSSEL-NATIONAAL-LUCHTHAVEN,2,50.90065761974987,4.486141087084372
156,BRUSSEL-NOORD,3,50.85959959699223,4.361252318835871
157,BRUSSEL-SCHUMAN,3,50.84284861653259,4.380023585984124
158,BRUSSEL-WEST,3,50.85205606911623,4.322817267253679
159,BRUSSEL-ZUID,3,50.83580082746913,4.336052466526436
160,BRUSSEL-ZUID-T.W.-HST,3,50.817382142111725,4.314583296328837
161,BRUSSELS AIRPORT - ZAVENTEM,2,50.89642423566919,4.483957847389533
162,BUDA,3,50.90808941262237,4.417587678276544
163,BUGGENHOUT,2,51.01631183680624,4.20076013692758
164,BUIZINGEN,2,50.75154826187237,4.258657550764855
165,BURST,2,50.90690477827913,3.920956498165174
166,CALLENELLE,1,50.52731158521195,3.526278070876151
167,CAMBRON-CASTEAU,1,50.58696925769222,3.873974629710541
168,CARLSBOURG,1,49.90372161477774,5.097547078492624
169,CARNIERES,1,50.44790380864625,4.26440662547954
170,CEROUX-MOUSTY,1,50.65931328819275,4.569055560736377
171,CHAPELLE-DIEU,1,50.55789332321276,4.69867479555985
172,CHAPOIS,1,50.26226836082343,5.124119622963848
173,CHARLEROI-A.T.,1,50.4005740004678,4.458826995398579
174,CHARLEROI-CENTRAL,1,50.40419960473307,4.438439317574269
175,CHARLEROI-FAISCEAU A,1,50.40610163645982,4.42988321802407
176,CHARLEROI-OUEST,1,50.41220705145477,4.437641138170576
177,CHARLEROI-SUD,1,50.40484592907556,4.43874438385232
178,CHASTRE,1,50.60757596946128,4.650130411837842
179,CHATEAU-DE-SEILLES,1,50.49721272363014,5.08175263181655
180,CHATELET,1,50.41014315571688,4.521411822417459
181,CHATELET-CARWASH,1,50.41817472724548,4.533684811311473
182,CHATELET-FAISCEAU C,1,50.42123978852072,4.537954220934624
183,CHATELET-FORMATION,1,50.4195560004698,4.5308269953755
184,CHATELET-GASOIL,1,50.41133112651595,4.522441728411646
185,CHAUDFONTAINE,1,50.58695623636823,5.644168865194211
186,CHENEE,1,50.60835327179395,5.614856781324154
187,CINEY,1,50.29201497447142,5.090696575707204
188,CLABECQ,1,50.69473774821982,4.213626572904245
189,CLABECQ-MARCHANDISES,1,50.67623548563634,4.221196651145528
190,COMBLAIN-LA-TOUR,1,50.45662378833268,5.567151864043248
191,COO,1,50.39131334498257,5.880941145912782
192,COUILLET,1,50.39264488065464,4.469332536913794
193,COUR-SUR-HEURE,1,50.300902576169584,4.392087978021362
194,COURCELLES-MOTTE,1,50.4620298596236,4.400412086654576
195,COURRIERE,1,50.38773555534724,4.995789831337536
196,COURT-SAINT-ETIENNE,1,50.64556886301799,4.565541526878087
197,COUVIN,1,50.05779956678534,4.492998249976199
198,CUESMES-A.C.,1,50.443353094308975,3.933450966568968
199,DAVE-SAINT-MARTIN,1,50.42904326976053,4.884234567377752
200,DE HOEK,2,50.73924115695371,4.370342369078159
201,DE PANNE,2,51.07726612970765,2.602401090431061
202,DE PINTE,2,50.99895252342995,3.655383901874385
203,DEINZE,2,50.97813285904206,3.535002801279582
204,DEINZE-WIJKSPOREN,2,50.9790461784711,3.540645659283567
205,DELTA,3,50.81920158619405,4.404357132417043
206,DEN HAAG HOLLANDS SPOOR,4,52.08680186361437,4.323966959817791
207,DENDERLEEUW,2,50.8916211692118,4.071431566263247
208,DENDERMONDE,2,51.02295197940482,4.101327011961012
209,DIEGEM,2,50.89062008306373,4.441952581033991
210,DIEPENBEEK,2,50.91176545452756,5.416327540138909
211,DIESDELLE,3,50.79612575465648,4.373898950595172
212,DIEST,2,50.99342002198607,5.050066472691095
213,DIKSMUIDE,2,51.032885049064205,2.869519746692597
214,DILBEEK,2,50.86638978991751,4.243574071481659
215,DINANT,1,50.26073067041864,4.908199790124128
216,DOLHAIN-GILEPPE,1,50.62692514885065,5.938686465712419
217,DORTMUND HBF,4,51.517473180958056,7.45917779739794
218,DRONGEN,2,51.04750314501116,3.653586159521928
219,DUFFEL,2,51.09168432782911,4.492767295536145
220,DUINBERGEN,2,51.33827191022156,3.262935063525739
221,ECAUSSINNES,1,50.56236360371575,4.156673065484736
222,EDE,2,50.91099162646058,3.987780755038092
223,EDINGEN,1,50.69722134381361,4.047260476817828
224,EEKLO,2,51.180615697469946,3.575419009429565
225,EICHEM,2,50.82390794923956,3.993605086239898
226,EIJSDEN,4,50.77214746653963,5.709535624350681
227,EINE,2,50.87100089362744,3.623822544187481
228,EKE-NAZARETH,2,50.9615649143227,3.627889376059195
229,EKEREN,2,51.27723573928284,4.432825280742256
230,EKEREN-BRUG,2,51.28105927891783,4.433882355057661
231,ENGIS,1,50.5826600592504,5.402218863759841
232,EPPEGEM,2,50.95840721213253,4.457499467295893
233,ERBISOEUL,1,50.50786362392144,3.888447711275467
234,EREMBODEGEM,2,50.91929248110489,4.055478044501364
235,ERNAGE,1,50.59242516305456,4.667147778459498
236,ERPE-MERE,2,50.9285934590058,3.962516720030864
237,ERPS-KWERPS,2,50.896545056704085,4.584930600937599
238,ERQUELINNES,1,50.30411129170655,4.113617375977737
239,ERQUELINNES-FRONTIERE,1,50.302705085150095,4.10918065512544
240,ERQUELINNES-VILLAGE,1,50.30970783583689,4.13014106169753
241,ESNEUX,1,50.52961833648213,5.572858884997966
242,ESSEN,2,51.46273699530374,4.451116949303227
243,ESSEN-GRENS,2,51.46909877028293,4.448910215617883
244,ESSENE-LOMBEEK,2,50.88239869074807,4.115166601258688
245,ETTERBEEK,3,50.8213075585112,4.390498719645379
246,EUPEN,1,50.635305333939606,6.037148398074383
247,EVERE,3,50.86820656714676,4.401355062494666
248,EVERGEM,2,51.107543095465154,3.701533162098892
249,EVERGEM-BUNDEL ZANDEKEN,2,51.15592800235925,3.748242996089985
250,EZEMAAL,2,50.77212949643041,4.994219913471169
251,FAMILLEUREUX,1,50.51941150097654,4.211654529758689
252,FARCIENNES,1,50.42914428231437,4.552667151871713
253,FAUX,1,50.621786596713214,4.549374449548871
254,FELUY-ZONING,1,50.54329716140212,4.211304711108967
255,FEXHE-LE-HAUT-CLOCHER,1,50.66429943269758,5.397266518195518
256,FLAWINNE,1,50.45624995625646,4.806300471805666
257,FLEMALLE-ANNEXE,1,50.59744524347818,5.473536464096704
258,FLEMALLE-GRANDE,1,50.605259633719655,5.48108901393654
259,FLEMALLE-HAUTE,1,50.59463893303145,5.456315954764333
260,FLEURUS,1,50.48314110249144,4.54483146656212
261,FLOREE,1,50.357541982477954,5.056427261379705
262,FLOREFFE,1,50.44348110123118,4.762999764162857
263,FLORENVILLE,1,49.70723922600518,5.331285483045566
264,FLORIVAL,1,50.76145683011463,4.654204552903399
265,FONTAINE-VALMONT,1,50.32086424519657,4.21151353952078
266,FORCHIES,1,50.43312875598628,4.32347282841663
267,FORRIERES,1,50.13309074637851,5.276553146811394
268,FRAIPONT,1,50.56512345386286,5.723431942052398
269,FRAMERIES,1,50.40552689016233,3.906385857023495
270,FRANCHIMONT,1,50.52521135808136,5.822584900074045
271,FRANIERE,1,50.439609336308045,4.733609958619396
272,FRANIERE-GARAGE,1,50.441717272510246,4.785037088994091
273,FRANKFURT(MAIN) HBF,4,50.10722538083927,8.663823185606372
274,FROYENNES,1,50.62951414192788,3.355483776379134
275,GALMAARDEN,2,50.74402497316743,3.96495648670834
276,GASTUCHE,1,50.736438573987726,4.649935387330966
277,GAVERE-ASPER,2,50.93058204796167,3.63943405316194
278,GEDINNE,1,49.98409071329614,4.978167749034659
279,GEDINNE-MARCHANDISES,1,49.98522277216985,4.978550757653017
280,GEEL,2,51.16905254847813,4.989631494392612
281,GEMBLOUX,1,50.57124514345281,4.690630393413791
282,GENDRON-CELLES,1,50.21080405501195,4.964650876926353
283,GENK,2,50.96707102023961,5.498086693350299
284,GENK-GOEDEREN,2,50.99303002853589,5.468397683577079
285,GENK-ZUID-R.O.-HAVEN,2,50.94337096523786,5.491556611261882
286,GENLY,1,50.39072345512885,3.911927656451613
287,GENT-DAMPOORT,2,51.05672898565812,3.740515250532578
288,GENT-RODENHUIZE,2,51.12980184518708,3.784443039005587
289,GENT-SINT-PIETERS,2,51.03551971562273,3.710101316035026
290,GENT-SINT-PIETERS-BUNDEL B,2,51.04089300016003,3.68517699572683
291,GENT-SINT-PIETERS-BUNDEL C,2,51.0362599302284,3.710851909037735
292,GENT-SINT-PIETERS-BUNDELS,2,51.036553785142765,3.703917085896979
293,GENT-SINT-PIETERS-BUNDELS L/M,2,51.0362599302284,3.710851909037735
294,GENT-ZEEHAVEN,2,51.06598100014896,3.742663995699774
295,GENT-ZEEHAVEN-GROOT DOK,2,51.082359752020736,3.73366158513639
296,GENT-ZEEHAVEN-SIFFERDOK,2,51.08244500015373,3.753352995707525
297,GENT-ZEEHAVEN-SIFFERDOK R.O.,2,51.09692352278901,3.75068089363362
298,GENTBRUGGE,2,51.03878033234653,3.756083021889788
299,GENTBRUGGE-PERRON C.W.,2,51.02957769395321,3.752448334843795
300,GENVAL,1,50.72646756043229,4.513841931131038
301,GERAARDSBERGEN,2,50.77094924712692,3.872417489386795
302,GHLIN,1,50.48752350853692,3.906394389542581
303,GLONS,1,50.750527351252245,5.5352369345989
304,GODARVILLE,1,50.49295177108689,4.29025278311674
305,GODINNE,1,50.34885062327189,4.869974118156255
306,GONTRODE,2,50.979840155563366,3.801555019245788
307,GOUVY,1,50.18945222346999,5.953995904124524
308,GOUY-LEZ-PIETON,1,50.49572848602812,4.324807411208662
309,GRAIDE,1,49.933720522574966,5.043616894346896
310,GROENENDAAL,2,50.76614738550296,4.449357054734751
311,GROENENHOEK-WIJKBUNDEL,2,51.19526072845843,4.436899106994519
312,GROOT-BIJGAARDEN,2,50.86839848375161,4.274515964183524
313,GRUPONT,1,50.09050446044575,5.280534452423004
314,HAACHT,2,50.966262705636815,4.61332976968172
315,HAACHT-WIJKSPOOR,2,50.964287263717445,4.621727735685218
316,HAALTERT,2,50.90706663991104,4.021716617735705
317,HABAY,1,49.71825436971725,5.632255946957877
318,HAININ,1,50.42802710623119,3.766794741616837
319,HALANZY,1,49.555971760279775,5.74222891161948
320,HALLE,2,50.73306025525547,4.239823954654708
321,HALLE-GOEDEREN,2,50.73856640686829,4.245188244392416
322,HAM-SUR-HEURE,1,50.32054157378973,4.405047354851639
323,HAM-SUR-SAMBRE,1,50.45281278086083,4.672912870038423
324,HAMBOS,2,50.94439557278957,4.663253957979473
325,HAMOIR,1,50.428329185863085,5.533840033584992
326,HAMONT,2,51.24610100030596,5.541909995101336
327,HANSBEKE,2,51.07270818371244,3.537446874269557
328,HARCHIES,1,50.48205916923048,3.699302076851214
329,HARELBEKE,2,50.85629094402423,3.314655511162007
330,HAREN,3,50.88887089566485,4.420030839137337
331,HAREN-ZUID,3,50.88961689074473,4.415076991367312
332,HASSELT,2,50.93094538925335,5.326071324265482
333,HASSELT-AFLOS L.35,2,50.93113426579584,5.3280523992187
334,HASSELT-AFLOS L.35/1,2,50.9375470924328,5.304095840300604
335,HASSELT-AFWISSELING,2,50.9362634536181,5.30391956156132
336,HASSELT-BUNDEL E,2,50.93628646908128,5.312734044179866
337,HASSELT-L.C.I.,2,50.93690479771384,5.309750444353818
338,HASSELT-T.W.,2,50.936924972433246,5.306750842482207
339,HATRIVAL,1,49.98992354853342,5.320445814727747
340,HAUTE-FLONE,1,50.55424859604318,5.331294580831143
341,HAVERSIN,1,50.24958547095278,5.193879553114287
342,HAVERSIN-GARAGE,1,50.249168466834384,5.194514707268096
343,HAVINNES,1,50.61882981547864,3.495660680917111
344,HAVRE,1,50.47086130234167,4.058356446872188
345,HEIDE,2,51.36538373642792,4.460868704967868
346,HEIST,2,51.334177497690405,3.24048963886616
347,HEIST-OP-DEN-BERG,2,51.07355482378048,4.709356991022758
348,HEIZIJDE,2,50.988898042508765,4.157254202190265
349,HEMIKSEM,2,51.13637533102848,4.338483199831431
350,HENNUYERES,1,50.65091444860351,4.176132141880637
351,HENNUYERES-GARAGE,1,50.64795092178435,4.173327027672401
352,HERENT,2,50.90358929116853,4.672141055873005
353,HERENTALS,2,51.18107296514773,4.828554945808171
354,HERGENRATH,1,50.7092112565971,6.043032494253016
355,HERMALLE-SOUS-HUY,1,50.57190883815585,5.37949799411887
356,HERNE,2,50.7236980075481,4.014372844400746
357,HERSEAUX,1,50.71428726315813,3.244811809737917
358,HERSTAL,1,50.66038889474057,5.622362799779907
359,HERZELE,2,50.89692469970473,3.879519908608075
360,HEUSDEN,2,51.03831376413223,5.280683551760488
361,HEVER,2,50.99640059270597,4.540771400150177
362,HEVERLEE,2,50.86227660628583,4.694460963488205
363,HILLEGEM,2,50.8912948429153,3.857476893284403
364,HOBOKEN-POLDER,2,51.18311487757247,4.348667598576547
365,HOEILAART,2,50.76018324714069,4.467428763148234
366,HOFSTADE,2,50.988539647835054,4.498451705248836
367,HOLLEKEN,2,50.76701516164596,4.35477080401788
368,HONY,1,50.54017176598895,5.573926109197131
369,HOURAING,1,50.7028815000323,3.835231437910581
370,HOURPES,1,50.3637147737056,4.308770799275703
371,HOUYET,1,50.19034553903188,5.005903558428328
372,HOVE,2,51.15406191650753,4.465214254348258
373,HUIZINGEN,2,50.751641324160445,4.265609116848828
374,HUY,1,50.527376420020765,5.23403717341447
375,IDDERGEM,2,50.87683994746913,4.068558143749275
376,IDEGEM,2,50.80168578977624,3.921425440985026
377,IEPER,2,50.847477689409466,2.876886293338535
378,IEPER-GOEDEREN,2,50.847989699045264,2.87669949762241
379,INGELMUNSTER,2,50.9148434156094,3.254708319555108
380,IZEGEM,2,50.92110934652179,3.213469517279286
381,IZEGEM-SAS,2,50.92120714552667,3.219680037541857
382,IZEGEM-WIJKSPOOR,2,50.92105133656543,3.214761122264421
383,JAMBES,1,50.4539791185686,4.875468217784547
384,JAMBES-EST,1,50.454801239253534,4.880327093633451
385,JAMIOULX,1,50.35310475319605,4.411235098809759
386,JAVA,1,50.513877108383845,5.160698724275961
387,JEMAPPES,1,50.45256323571244,3.885169785512608
388,JEMELLE,1,50.16008895208233,5.267216741296387
389,JEMEPPE-FROIDMONT,1,50.45963902720433,4.669325838528903
390,JEMEPPE-SUR-MEUSE,1,50.618416272517344,5.497799707964933
391,JEMEPPE-SUR-SAMBRE,1,50.45094942154535,4.662626762458582
392,JEMEPPE-SUR-SAMBRE-MARCHANDISE,1,50.44797745148011,4.657785895512375
393,JETTE,3,50.88120457512528,4.332923410989739
394,JURBISE,1,50.5305545281665,3.910613222419653
395,JUSLENVILLE,1,50.54452335104763,5.810241413321089
396,KALMTHOUT,2,51.38973941544519,4.46670091137468
397,KAPELLE-OP-DEN-BOS,2,51.01082712199768,4.358811373050316
398,KAPELLEN,2,51.313592709537495,4.432805301755772
399,KAPELLEN-WIJKSPOOR,2,51.31723153434303,4.434792500929688
400,KESSEL,2,51.15105600022894,4.618457995416029
401,KIEWIT,2,50.95466484870577,5.350407516296472
402,KIJKUIT,2,51.37923641446443,4.467294323528997
403,KINKEMPOIS-A.T.,1,50.61175155986491,5.580714425677736
404,KINKEMPOIS-A.T./D.E,1,50.61175155986491,5.580714425677736
405,KINKEMPOIS-FORMATION,1,50.60880000053195,5.579665995026622
406,KINKEMPOIS-RECEPTION,1,50.604783645771306,5.561372781062602
407,KINKEMPOIS-RELAIS,1,50.60647571458761,5.572330520258774
408,KNOKKE,2,51.33992482006363,3.285227675393621
409,KOKSIJDE,2,51.07870834338987,2.654140285690531
410,KOLN HBF,4,50.94333575397407,6.958623155041862
411,KOMEN,1,50.77196355374446,2.999344829152202
412,KONTICH,2,51.13433705125265,4.475967770450077
413,KONTICH-LINT,2,51.133683686555365,4.476896807075892
414,KORTEMARK,2,51.02513426770975,3.043944762515192
415,KORTENBERG,2,50.89300414907503,4.543312927026168
416,KORTENBERG-GOEDEREN,2,50.89376601520454,4.552069736033631
417,KORTRIJK,2,50.82441338106978,3.26777452888312
418,KORTRIJK-GOEDEREN,2,50.817224000186414,3.246422995854349
419,KORTRIJK-T.O.P.,2,50.81790861597314,3.249461735099449
420,KUREGEM-DOODSPOOR,3,50.83653458621901,4.319278792525245
421,KWATRECHT,2,50.99155009915313,3.833335262697952
422,LA HULPE,1,50.73811044307934,4.497448352915446
423,LA LOUVIERE-CENTRE,1,50.47771530293195,4.180068630396401
424,LA LOUVIERE-GARE INDUSTRIELLE,1,50.48597882993506,4.193672918253882
425,LA LOUVIERE-SUD,1,50.464993655378,4.19010515855395
426,LA ROCHE(BRABANT),1,50.61023315755675,4.539569636060647
427,LABUISSIERE,1,50.31627442826351,4.186533133498057
428,LANDEGEM,2,51.06421597579114,3.577045762398203
429,LANDELIES,1,50.37744147856949,4.350826341758125
430,LANDEN,2,50.7478945451352,5.079627434938354
431,LANDSKOUTER,2,50.97063271010106,3.79131779293632
432,LANGDORP,2,51.0024692304283,4.863538493984656
433,LAUWE,2,50.78779112788674,3.2023259051549
434,LE CAMPINAIRE,1,50.42379396690787,4.542815083514929
435,LE COUCOU-BASE LGV,1,50.62652300449613,3.847030676684672
436,LEBBEKE,2,51.00475356008464,4.134881157376095
437,LEDE,2,50.97097093998483,3.985076835223766
438,LEIGNON,1,50.26770273272324,5.107729108098539
439,LELYSTAD CENTRUM,4,52.5079858732597,5.472708155115641
440,LEMAN,1,50.59896972445059,5.465658900578723
441,LEMBEEK,2,50.71511213958234,4.221567770291005
442,LENS,1,50.55912879114958,3.903285755830355
443,LEOPOLDSBURG,2,51.11733065904596,5.257878773158076
444,LESSINES,1,50.71290774730962,3.836861179357119
445,LEUVEN,2,50.88136570976269,4.716208513181996
446,LEUVEN-BUNDEL F,2,50.889965601187264,4.713252196734585
447,LEUVEN-BUNDEL M,2,50.890437600859066,4.714212196694957
448,LEUVEN-BUNDEL P,2,50.87700000033404,4.718680995354924
